BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;3839;-1;<p:>;;;;;;;;;;
3840;2159;0;z;;Xenon;z i: n Q n;;;;;;;
6000;2639;0;i:;;Xenon;z i: n Q n;;;;;;;
8640;1439;0;n;;Xenon;z i: n Q n;;;;;;;
10080;2879;0;Q;;Xenon;z i: n Q n;;;;;;;
12960;959;0;n;;Xenon;z i: n Q n;;;;;;;
13920;2159;1;{;;at;{ t;;;;;;;
16080;1919;1;t;;at;{ t;;;;;;;
18000;2879;2;eI;;eighty;eI t i:;;;;;;;
20880;959;2;4;;eighty;eI t i:;;;;;;;
21840;1919;2;i:;;eighty;eI t i:;;;;;;;
23760;2639;-1;<p:>;;;;;;;;;;
26400;9119;3;k;;concentration;k Q n s V n t R eI S V n;;;;;;;
35520;1919;3;Q;;concentration;k Q n s V n t R eI S V n;;;;;;;
37440;1439;3;n;;concentration;k Q n s V n t R eI S V n;;;;;;;
38880;1679;3;s;;concentration;k Q n s V n t R eI S V n;;;;;;;
40560;719;3;V;;concentration;k Q n s V n t R eI S V n;;;;;;;
41280;1439;3;n;;concentration;k Q n s V n t R eI S V n;;;;;;;
42720;2639;3;t;;concentration;k Q n s V n t R eI S V n;;;;;;;
45360;1199;3;R;;concentration;k Q n s V n t R eI S V n;;;;;;;
46560;1679;3;eI;;concentration;k Q n s V n t R eI S V n;;;;;;;
48240;3119;3;S;;concentration;k Q n s V n t R eI S V n;;;;;;;
51360;2399;3;V;;concentration;k Q n s V n t R eI S V n;;;;;;;
53760;1439;3;n;;concentration;k Q n s V n t R eI S V n;;;;;;;
55200;2639;4;?;;along;V l O: N;;;;;;;
57840;1919;4;V;;along;V l O: N;;;;;;;
59760;1919;4;l;;along;V l O: N;;;;;;;
61680;2159;4;O:;;along;V l O: N;;;;;;;
63840;719;4;N;;along;V l O: N;;;;;;;
64560;1679;5;w;;with;w I D;;;;;;;
66240;959;5;I;;with;w I D;;;;;;;
67200;719;5;D;;with;w I D;;;;;;;
67920;3119;6;t;;twenty;t w E n t i:;;;;;;;
71040;719;6;w;;twenty;t w E n t i:;;;;;;;
71760;1439;6;E;;twenty;t w E n t i:;;;;;;;
73200;719;6;n;;twenty;t w E n t i:;;;;;;;
73920;719;6;t;;twenty;t w E n t i:;;;;;;;
74640;2399;6;i:;;twenty;t w E n t i:;;;;;;;
77040;8639;7;?;;oxygen;Q k s V dZ V n;;;;;;;
85680;3839;7;Q;;oxygen;Q k s V dZ V n;;;;;;;
89520;1439;7;k;;oxygen;Q k s V dZ V n;;;;;;;
90960;1679;7;s;;oxygen;Q k s V dZ V n;;;;;;;
92640;719;7;V;;oxygen;Q k s V dZ V n;;;;;;;
93360;2639;7;dZ;;oxygen;Q k s V dZ V n;;;;;;;
96000;1439;7;V;;oxygen;Q k s V dZ V n;;;;;;;
97440;1199;7;n;;oxygen;Q k s V dZ V n;;;;;;;
98640;3359;8;R;;rapidly;R { p V d l i:;;;;;;;
102000;1919;8;{;;rapidly;R { p V d l i:;;;;;;;
103920;1439;8;p;;rapidly;R { p V d l i:;;;;;;;
105360;1439;8;V;;rapidly;R { p V d l i:;;;;;;;
106800;1439;8;d;;rapidly;R { p V d l i:;;;;;;;
108240;959;8;l;;rapidly;R { p V d l i:;;;;;;;
109200;2159;8;i:;;rapidly;R { p V d l i:;;;;;;;
111360;1919;9;p;;produces;p R V d u: s V z;;;;;;;
113280;1199;9;R;;produces;p R V d u: s V z;;;;;;;
114480;719;9;V;;produces;p R V d u: s V z;;;;;;;
115200;959;9;d;;produces;p R V d u: s V z;;;;;;;
116160;2399;9;u:;;produces;p R V d u: s V z;;;;;;;
118560;2639;9;s;;produces;p R V d u: s V z;;;;;;;
121200;1679;9;V;;produces;p R V d u: s V z;;;;;;;
122880;959;9;z;;produces;p R V d u: s V z;;;;;;;
123840;2399;10;D;;the;D V;;;;;;;
126240;2399;10;V;;the;D V;;;;;;;
128640;719;11;V;;unconsciousness;V n k Q n S V s n I s;;;;;;;
129360;1919;11;n;;unconsciousness;V n k Q n S V s n I s;;;;;;;
131280;2399;11;k;;unconsciousness;V n k Q n S V s n I s;;;;;;;
133680;1919;11;Q;;unconsciousness;V n k Q n S V s n I s;;;;;;;
