BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
40560;1199;11;V;;WWE;d V b l j u: d V b l j u: i:;;;;;;;
41760;1679;11;b;;WWE;d V b l j u: d V b l j u: i:;;;;;;;
43440;719;11;l;;WWE;d V b l j u: d V b l j u: i:;;;;;;;
44160;1679;11;j;;WWE;d V b l j u: d V b l j u: i:;;;;;;;
45840;719;11;u;;WWE;d V b l j u: d V b l j u: i:;;;;;;;
46560;719;11;d;;WWE;d V b l j u: d V b l j u: i:;;;;;;;
47280;719;11;V;;WWE;d V b l j u: d V b l j u: i:;;;;;;;
48000;719;11;b;;WWE;d V b l j u: d V b l j u: i:;;;;;;;
48720;719;11;l;;WWE;d V b l j u: d V b l j u: i:;;;;;;;
49440;1439;11;j;;WWE;d V b l j u: d V b l j u: i:;;;;;;;
50880;959;11;u:;;WWE;d V b l j u: d V b l j u: i:;;;;;;;
51840;959;11;i:;;WWE;d V b l j u: d V b l j u: i:;;;;;;;
52800;2639;-1;<p:>;;;;;;;;;;
55440;719;12;w;;where;w E R;;;;;;;
56160;719;12;E;;where;w E R;;;;;;;
56880;719;12;R;;where;w E R;;;;;;;
57600;1439;13;i:;;he;h i:;;;;;;;
59040;1199;-1;<p:>;;;;;;;;;;
60240;719;14;R;;wrestled;R E s V l d;;;;;;;
60960;959;14;E;;wrestled;R E s V l d;;;;;;;
61920;3359;14;s;;wrestled;R E s V l d;;;;;;;
65280;719;14;V;;wrestled;R E s V l d;;;;;;;
66000;719;14;l;;wrestled;R E s V l d;;;;;;;
66720;959;15;{;;as;{ z;;;;;;;
67680;959;15;z;;as;{ z;;;;;;;
68640;719;16;D;;The;D V;;;;;;;
69360;719;16;V;;The;D V;;;;;;;
70080;1679;-1;<p:>;;;;;;;;;;
71760;1439;17;h;;Hurricane;h 3` V k eI n;;;;;;;
73200;2879;17;3`;;Hurricane;h 3` V k eI n;;;;;;;
76080;719;17;V;;Hurricane;h 3` V k eI n;;;;;;;
76800;1679;17;k;;Hurricane;h 3` V k eI n;;;;;;;
78480;1199;17;eI;;Hurricane;h 3` V k eI n;;;;;;;
79680;3839;17;n;;Hurricane;h 3` V k eI n;;;;;;;
83520;5519;-1;<p:>;;;;;;;;;;
89040;719;18;g;;Gregory;g R E g 3` i:;;;;;;;
89760;719;18;R;;Gregory;g R E g 3` i:;;;;;;;
90480;719;18;E;;Gregory;g R E g 3` i:;;;;;;;
91200;719;18;g;;Gregory;g R E g 3` i:;;;;;;;
91920;959;18;3`;;Gregory;g R E g 3` i:;;;;;;;
92880;959;18;i:;;Gregory;g R E g 3` i:;;;;;;;
93840;2399;19;h;;Helms;h E l m z;;;;;;;
96240;1199;19;E;;Helms;h E l m z;;;;;;;
97440;719;19;l;;Helms;h E l m z;;;;;;;
98160;959;19;m;;Helms;h E l m z;;;;;;;
99120;719;19;z;;Helms;h E l m z;;;;;;;
99840;1919;20;V;;and;V n d;;;;;;;
101760;1199;20;n;;and;V n d;;;;;;;
102960;1439;20;d;;and;V n d;;;;;;;
104400;1199;21;h;;Hurricane;h 3` V k eI n;;;;;;;
105600;959;21;3`;;Hurricane;h 3` V k eI n;;;;;;;
106560;959;21;V;;Hurricane;h 3` V k eI n;;;;;;;
107520;1439;21;k;;Hurricane;h 3` V k eI n;;;;;;;
108960;2159;21;eI;;Hurricane;h 3` V k eI n;;;;;;;
111120;1679;21;n;;Hurricane;h 3` V k eI n;;;;;;;
112800;1439;22;h\;;Helms;h E l m z;;;;;;;
114240;959;22;E;;Helms;h E l m z;;;;;;;
115200;719;22;l;;Helms;h E l m z;;;;;;;
115920;719;22;m;;Helms;h E l m z;;;;;;;
116640;4199;22;z;;Helms;h E l m z;;;;;;;
120840;2279;23;V;;and;V n d;;;;;;;
123120;719;23;n;;and;V n d;;;;;;;
123840;959;24;O:;;also;O: l s @U;;;;;;;
124800;1199;24;l;;also;O: l s @U;;;;;;;
126000;719;24;s;;also;O: l s @U;;;;;;;
126720;719;24;@;;also;O: l s @U;;;;;;;
127440;959;25;O:;;for;f O: R;;;;;;;
128400;719;25;R;;for;f O: R;;;;;;;
129120;719;26;I;;his;h I z;;;;;;;
129840;719;26;z;;his;h I z;;;;;;;
130560;719;27;t;;time;t aI m;;;;;;;
131280;2399;27;aI;;time;t aI m;;;;;;;
133680;719;27;m;;time;t aI m;;;;;;;
134400;719;28;w;;with;w I D;;;;;;;
135120;719;28;I;;with;w I D;;;;;;;
135840;719;28;D;;with;w I D;;;;;;;
136560;719;29;w;;World;w 3` l d;;;;;;;
137280;959;29;3`;;World;w 3` l d;;;;;;;
138240;719;29;l;;World;w 3` l d;;;;;;;
138960;1199;30;tS;;Championship;tS { m p i: V n S I p;;;;;;;
140160;1199;30;{;;Championship;tS { m p i: V n S I p;;;;;;;
141360;1919;30;m;;Championship;tS { m p i: V n S I p;;;;;;;
143280;719;30;p;;Championship;tS { m p i: V n S I p;;;;;;;
144000;4079;30;i:;;Championship;tS { m p i: V n S I p;;;;;;;
148080;1439;30;V;;Championship;tS { m p i: V n S I p;;;;;;;
149520;1439;30;n;;Championship;tS { m p i: V n S I p;;;;;;;
150960;3599;30;tS;;Championship;tS { m p i: V n S I p;;;;;;;
154560;1439;30;I;;Championship;tS { m p i: V n S I p;;;;;;;
156000;3119;30;p;;Championship;tS { m p i: V n S I p;;;;;;;
159120;2639;31;R;;Wrestling;R E s l I N;;;;;;;
161760;959;31;E;;Wrestling;R E s l I N;;;;;;;
162720;2399;31;s;;Wrestling;R E s l I N;;;;;;;
165120;719;31;l;;Wrestling;R E s l I N;;;;;;;
165840;719;31;I;;Wrestling;R E s l I N;;;;;;;
166560;2159;31;N;;Wrestling;R E s l I N;;;;;;;
168720;2639;32;d;;WCW;d V b l j u: s i: d V b l j u:;;;;;;;
171360;3119;32;V;;WCW;d V b l j u: s i: d V b l j u:;;;;;;;
174480;719;32;b;;WCW;d V b l j u: s i: d V b l j u:;;;;;;;
175200;1679;32;l;;WCW;d V b l j u: s i: d V b l j u:;;;;;;;
176880;1919;32;j;;WCW;d V b l j u: s i: d V b l j u:;;;;;;;
178800;719;32;u;;WCW;d V b l j u: s i: d V b l j u:;;;;;;;
179520;3359;32;s;;WCW;d V b l j u: s i: d V b l j u:;;;;;;;
182880;1439;32;i:;;WCW;d V b l j u: s i: d V b l j u:;;;;;;;
184320;2159;32;d;;WCW;d V b l j u: s i: d V b l j u:;;;;;;;
186480;719;32;V;;WCW;d V b l j u: s i: d V b l j u:;;;;;;;
187200;719;32;b;;WCW;d V b l j u: s i: d V b l j u:;;;;;;;
187920;719;32;l;;WCW;d V b l j u: s i: d V b l j u:;;;;;;;
188640;719;32;j;;WCW;d V b l j u: s i: d V b l j u:;;;;;;;
189360;1679;32;I;;WCW;d V b l j u: s i: d V b l j u:;;;;;;;
191040;2159;-1;<p:>;;;;;;;;;;
193200;719;33;w;;where;w E R;;;;;;;
193920;1199;33;E;;where;w E R;;;;;;;
195120;719;33;R;;where;w E R;;;;;;;
195840;959;34;h;;he;h i:;;;;;;;
196800;959;34;i:;;he;h i:;;;;;;;
197760;719;35;R;;wrestled;R E s V l d;;;;;;;
198480;719;35;I;;wrestled;R E s V l d;;;;;;;
199200;1199;35;s;;wrestled;R E s V l d;;;;;;;
200400;719;35;V;;wrestled;R E s V l d;;;;;;;
201120;719;35;l;;wrestled;R E s V l d;;;;;;;
201840;719;35;d;;wrestled;R E s V l d;;;;;;;
202560;959;36;{;;as;{ z;;;;;;;
203520;719;36;z;;as;{ z;;;;;;;
204240;719;37;S;;Sugar;S U g 3`;;;;;;;
204960;719;37;U;;Sugar;S U g 3`;;;;;;;
205680;1199;37;g;;Sugar;S U g 3`;;;;;;;
206880;2159;37;3`;;Sugar;S U g 3`;;;;;;;
209040;719;38;S;;Shane;S eI n;;;;;;;
209760;959;38;eI;;Shane;S eI n;;;;;;;
210720;719;38;n;;Shane;S eI n;;;;;;;
211440;719;39;h;;Helms;h E l m z;;;;;;;
212160;719;39;E;;Helms;h E l m z;;;;;;;
212880;1439;39;l;;Helms;h E l m z;;;;;;;
214320;719;39;m;;Helms;h E l m z;;;;;;;
215040;719;39;z;;Helms;h E l m z;;;;;;;
215760;20399;-1;<p:>;;;;;;;;;;
BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;3119;-1;<p:>;;;;;;;;;;
3120;719;0;D;;There;D E R;;;;;;;
3840;1919;0;E;;There;D E R;;;;;;;
5760;1199;0;R;;There;D E R;;;;;;;
6960;1439;1;I;;is;I z;;;;;;;
8400;1919;1;z;;is;I z;;;;;;;
10320;1439;2;h;;however;h aU E v 3`;;;;;;;
11760;2399;2;aU;;however;h aU E v 3`;;;;;;;
14160;2399;2;E;;however;h aU E v 3`;;;;;;;
16560;1199;2;v;;however;h aU E v 3`;;;;;;;
17760;4319;2;3`;;however;h aU E v 3`;;;;;;;
22080;2159;-1;<p:>;;;;;;;;;;
24240;1679;3;n;;no;n @U;;;;;;;
25920;3359;3;@U;;no;n @U;;;;;;;
29280;2399;4;?;;evidence;E v V d V n s;;;;;;;
31680;1199;4;E;;evidence;E v V d V n s;;;;;;;
32880;1199;4;v;;evidence;E v V d V n s;;;;;;;
34080;719;4;V;;evidence;E v V d V n s;;;;;;;
34800;1439;4;d;;evidence;E v V d V n s;;;;;;;
36240;959;4;V;;evidence;E v V d V n s;;;;;;;
37200;2159;4;n;;evidence;E v V d V n s;;;;;;;
39360;1439;4;s;;evidence;E v V d V n s;;;;;;;
40800;719;5;V;;of;V v;;;;;;;
41520;1199;5;v;;of;V v;;;;;;;
42720;959;6;D;;the;D V;;;;;;;
43680;719;6;V;;the;D V;;;;;;;
44400;2879;7;I;;existence;E g z I s t V n s;;;;;;;
47280;1439;7;g;;existence;E g z I s t V n s;;;;;;;
48720;1919;7;z;;existence;E g z I s t V n s;;;;;;;
50640;1679;7;I;;existence;E g z I s t V n s;;;;;;;
52320;1679;7;s;;existence;E g z I s t V n s;;;;;;;
54000;2159;7;t;;existence;E g z I s t V n s;;;;;;;
56160;719;7;V;;existence;E g z I s t V n s;;;;;;;
56880;2159;7;n;;existence;E g z I s t V n s;;;;;;;
59040;1439;7;s;;existence;E g z I s t V n s;;;;;;;
60480;719;8;V;;of;V v;;;;;;;
61200;1199;8;v;;of;V v;;;;;;;
62400;2879;9;s;;such;s V tS;;;;;;;
65280;1439;9;V;;such;s V tS;;;;;;;
66720;2399;9;tS;;such;s V tS;;;;;;;
69120;719;10;V;;a;V;;;;;;;
69840;1679;-1;<p:>;;;;;;;;;;
71520;1679;11;p;;person;p 3` s V n;;;;;;;
73200;2399;11;3`;;person;p 3` s V n;;;;;;;
75600;2879;11;s;;person;p 3` s V n;;;;;;;
78480;959;11;V;;person;p 3` s V n;;;;;;;
79440;4079;11;n;;person;p 3` s V n;;;;;;;
83520;6719;-1;<p:>;;;;;;;;;;
90240;959;12;V;;and;V n d;;;;;;;
91200;1919;12;n;;and;V n d;;;;;;;
93120;2879;13;k;;condoms;k Q n d V m z;;;;;;;
96000;2159;13;Q;;condoms;k Q n d V m z;;;;;;;
98160;959;13;n;;condoms;k Q n d V m z;;;;;;;
99120;959;13;d;;condoms;k Q n d V m z;;;;;;;
100080;719;13;V;;condoms;k Q n d V m z;;;;;;;
100800;1919;13;m;;condoms;k Q n d V m z;;;;;;;
102720;1679;13;z;;condoms;k Q n d V m z;;;;;;;
104400;959;14;h;;had;h { d;;;;;;;
105360;1199;14;{;;had;h { d;;;;;;;
106560;1679;14;d;;had;h { d;;;;;;;
108240;959;15;b;;been;b I n;;;;;;;
109200;1919;15;I;;been;b I n;;;;;;;
111120;959;15;n;;been;b I n;;;;;;;
112080;1919;16;j;;used;j u: z d;;;;;;;
114000;2399;16;u;;used;j u: z d;;;;;;;
116400;2159;16;z;;used;j u: z d;;;;;;;
118560;719;16;d;;used;j u: z d;;;;;;;
119280;1919;17;f;;for;f O: R;;;;;;;
121200;2399;17;6;;for;f O: R;;;;;;;
123600;2399;18;@U;;over;@U v 3`;;;;;;;
126000;1199;18;v;;over;@U v 3`;;;;;;;
127200;1199;18;3`;;over;@U v 3`;;;;;;;
128400;4319;19;w;;one;w V n;;;;;;;
132720;1199;19;V;;one;w V n;;;;;;;
133920;1199;19;n;;one;w V n;;;;;;;
135120;2159;20;h\;;hundred;h V n d R V d;;;;;;;
137280;719;20;V;;hundred;h V n d R V d;;;;;;;
138000;719;20;n;;hundred;h V n d R V d;;;;;;;
138720;1199;20;d;;hundred;h V n d R V d;;;;;;;
139920;1679;20;R;;hundred;h V n d R V d;;;;;;;
141600;959;20;V;;hundred;h V n d R V d;;;;;;;
142560;719;20;d;;hundred;h V n d R V d;;;;;;;
143280;2639;21;j;;years;j I R z;;;;;;;
145920;719;21;I;;years;j I R z;;;;;;;
146640;3599;21;6;;years;j I R z;;;;;;;
150240;2639;21;z;;years;j I R z;;;;;;;
152880;1679;22;b;;before;b I f O: R;;;;;;;
154560;959;22;I;;before;b I f O: R;;;;;;;
155520;3119;22;f;;before;b I f O: R;;;;;;;
158640;1439;22;O:;;before;b I f O: R;;;;;;;
160080;1199;22;R;;before;b I f O: R;;;;;;;
161280;1199;-1;<p:>;;;;;;;;;;
162480;3119;23;k;;King;k I N;;;;;;;
165600;959;23;I;;King;k I N;;;;;;;
166560;1919;23;N;;King;k I N;;;;;;;
168480;3119;24;tS;;Charles;tS Q R l z;;;;;;;
171600;959;24;Q;;Charles;tS Q R l z;;;;;;;
172560;1679;24;R;;Charles;tS Q R l z;;;;;;;
174240;2399;24;l;;Charles;tS Q R l z;;;;;;;
176640;2399;24;t;;Charles;tS Q R l z;;;;;;;
179040;3479;24;z;;Charles;tS Q R l z;;;;;;;
182520;1079;25;aI;;II;aI aI;;;;;;;
183600;959;25;aI;;II;aI aI;;;;;;;
184560;2159;-1;<p:>;;;;;;;;;;
186720;3839;26;V;;ascended;V s E n d V d;;;;;;;
190560;2639;26;s;;ascended;V s E n d V d;;;;;;;
193200;1439;26;E;;ascended;V s E n d V d;;;;;;;
194640;1199;26;n;;ascended;V s E n d V d;;;;;;;
195840;719;26;d;;ascended;V s E n d V d;;;;;;;
196560;719;26;V;;ascended;V s E n d V d;;;;;;;
197280;2159;26;d;;ascended;V s E n d V d;;;;;;;
199440;959;27;t;;to;t u:;;;;;;;
200400;959;27;I;;to;t u:;;;;;;;
201360;1199;28;D;;the;D V;;;;;;;
202560;719;28;V;;the;D V;;;;;;;
203280;3839;29;T;;throne;T R @U n;;;;;;;
207120;2399;29;R;;throne;T R @U n;;;;;;;
209520;3359;29;@U;;throne;T R @U n;;;;;;;
212880;2399;29;n;;throne;T R @U n;;;;;;;
215280;20879;-1;<p:>;;;;;;;;;;
BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;3359;-1;<p:>;;;;;;;;;;
3360;1679;0;V;;According;V k O: R d I N;;;;;;;
5040;2639;0;k;;According;V k O: R d I N;;;;;;;
7680;959;0;O:;;According;V k O: R d I N;;;;;;;
8640;719;0;R;;According;V k O: R d I N;;;;;;;
9360;959;0;4;;According;V k O: R d I N;;;;;;;
10320;959;0;I;;According;V k O: R d I N;;;;;;;
11280;1679;0;N;;According;V k O: R d I N;;;;;;;
12960;1679;1;t;;to;t u:;;;;;;;
14640;719;1;I;;to;t u:;;;;;;;
15360;959;2;D;;the;D V;;;;;;;
16320;719;2;V;;the;D V;;;;;;;
17040;2879;3;m;;man;m { n;;;;;;;
19920;5759;3;{;;man;m { n;;;;;;;
25680;1919;3;n;;man;m { n;;;;;;;
27600;5039;-1;<p:>;;;;;;;;;;
32640;959;4;D;;the;D V;;;;;;;
33600;959;4;V;;the;D V;;;;;;;
34560;2399;5;s;;spirit;s p I R V t;;;;;;;
36960;1439;5;p;;spirit;s p I R V t;;;;;;;
38400;1919;5;I;;spirit;s p I R V t;;;;;;;
40320;1679;5;R;;spirit;s p I R V t;;;;;;;
42000;1199;5;V;;spirit;s p I R V t;;;;;;;
43200;1199;5;t;;spirit;s p I R V t;;;;;;;
44400;2399;6;s;;spoke;s p @U k;;;;;;;
46800;1199;6;p;;spoke;s p @U k;;;;;;;
48000;2879;6;@U;;spoke;s p @U k;;;;;;;
50880;2399;-1;<p:>;;;;;;;;;;
53280;719;7;w;;with;w I D;;;;;;;
54000;1199;7;I;;with;w I D;;;;;;;
55200;1679;7;D;;with;w I D;;;;;;;
56880;1199;8;V;;a;V;;;;;;;
58080;1439;-1;<p:>;;;;;;;;;;
59520;1199;9;T;;thunderous;T V n d 3` V s;;;;;;;
60720;2399;9;V;;thunderous;T V n d 3` V s;;;;;;;
63120;959;9;n;;thunderous;T V n d 3` V s;;;;;;;
64080;719;9;d;;thunderous;T V n d 3` V s;;;;;;;
64800;1919;9;3`;;thunderous;T V n d 3` V s;;;;;;;
66720;2399;9;V;;thunderous;T V n d 3` V s;;;;;;;
69120;1799;9;s;;thunderous;T V n d 3` V s;;;;;;;
70920;1319;10;v;;voice;v OI s;;;;;;;
72240;7199;10;OI;;voice;v OI s;;;;;;;
79440;2159;10;s;;voice;v OI s;;;;;;;
81600;3359;-1;<p:>;;;;;;;;;;
84960;1199;11;V;;and;V n d;;;;;;;
86160;959;11;n;;and;V n d;;;;;;;
87120;1199;11;d;;and;V n d;;;;;;;
88320;1919;-1;<p:>;;;;;;;;;;
90240;959;12;m;;made;m eI d;;;;;;;
91200;2639;12;eI;;made;m eI d;;;;;;;
93840;3839;13;h;;holes;h @U l z;;;;;;;
97680;959;13;@U;;holes;h @U l z;;;;;;;
98640;2879;13;l;;holes;h @U l z;;;;;;;
101520;2159;13;z;;holes;h @U l z;;;;;;;
103680;1439;14;T;;through;T R u:;;;;;;;
105120;2879;14;R;;through;T R u:;;;;;;;
108000;719;14;u;;through;T R u:;;;;;;;
108720;1679;15;I;;Indians;I n d i: V n z;;;;;;;
110400;1199;15;n;;Indians;I n d i: V n z;;;;;;;
111600;719;15;d;;Indians;I n d i: V n z;;;;;;;
112320;2399;15;i:;;Indians;I n d i: V n z;;;;;;;
114720;719;15;V;;Indians;I n d i: V n z;;;;;;;
115440;1679;15;n;;Indians;I n d i: V n z;;;;;;;
117120;959;15;z;;Indians;I n d i: V n z;;;;;;;
118080;1919;16;b;;bodies;b Q d i: z;;;;;;;
120000;3839;16;Q;;bodies;b Q d i: z;;;;;;;
123840;959;16;4;;bodies;b Q d i: z;;;;;;;
124800;4559;16;i:;;bodies;b Q d i: z;;;;;;;
129360;3599;16;z;;bodies;b Q d i: z;;;;;;;
132960;20831;-1;<p:>;;;;;;;;;;
BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;4319;-1;<p:>;;;;;;;;;;
4320;959;0;m;;Many;m E n i:;;;;;;;
5280;1919;0;E;;Many;m E n i:;;;;;;;
7200;959;0;n;;Many;m E n i:;;;;;;;
8160;2399;0;i:;;Many;m E n i:;;;;;;;
10560;719;1;V;;of;V v;;;;;;;
11280;719;1;v;;of;V v;;;;;;;
12000;1199;2;D;;the;D V;;;;;;;
13200;719;2;V;;the;D V;;;;;;;
13920;1919;3;d;;decisions;d I s I Z V n z;;;;;;;
15840;1679;3;I;;decisions;d I s I Z V n z;;;;;;;
17520;2639;3;s;;decisions;d I s I Z V n z;;;;;;;
20160;1439;3;I;;decisions;d I s I Z V n z;;;;;;;
21600;2159;3;Z;;decisions;d I s I Z V n z;;;;;;;
23760;1439;3;V;;decisions;d I s I Z V n z;;;;;;;
25200;2159;3;n;;decisions;d I s I Z V n z;;;;;;;
27360;1679;3;z;;decisions;d I s I Z V n z;;;;;;;
29040;2879;4;p;;passed;p { s t;;;;;;;
31920;4559;4;{;;passed;p { s t;;;;;;;
36480;719;4;s;;passed;p { s t;;;;;;;
37200;1439;4;t;;passed;p { s t;;;;;;;
38640;959;5;b;;by;b aI;;;;;;;
39600;2159;5;aI;;by;b aI;;;;;;;
41760;1199;6;D;;the;D V;;;;;;;
42960;1919;6;V;;the;D V;;;;;;;
44880;2159;7;s;;city;s I t i:;;;;;;;
47040;959;7;I;;city;s I t i:;;;;;;;
48000;959;7;4;;city;s I t i:;;;;;;;
48960;2399;7;i:;;city;s I t i:;;;;;;;
51360;3119;8;k;;council;k aU n s V l;;;;;;;
54480;2639;8;aU;;council;k aU n s V l;;;;;;;
57120;1679;8;n;;council;k aU n s V l;;;;;;;
58800;1439;8;s;;council;k aU n s V l;;;;;;;
60240;719;8;V;;council;k aU n s V l;;;;;;;
60960;4679;8;l;;council;k aU n s V l;;;;;;;
65640;2039;9;Q;;are;Q R;;;;;;;
67680;1679;9;R;;are;Q R;;;;;;;
69360;1679;10;R;;results;R I z V l t s;;;;;;;
71040;719;10;I;;results;R I z V l t s;;;;;;;
71760;2159;10;z;;results;R I z V l t s;;;;;;;
73920;1439;10;V;;results;R I z V l t s;;;;;;;
75360;1199;10;l;;results;R I z V l t s;;;;;;;
76560;1439;10;t;;results;R I z V l t s;;;;;;;
78000;1199;10;s;;results;R I z V l t s;;;;;;;
79200;959;11;V;;of;V v;;;;;;;
80160;1679;11;v;;of;V v;;;;;;;
81840;1199;12;R;;recommendation;R E k V m V n d eI S V n;;;;;;;
83040;959;12;E;;recommendation;R E k V m V n d eI S V n;;;;;;;
84000;2399;12;k;;recommendation;R E k V m V n d eI S V n;;;;;;;
86400;719;12;V;;recommendation;R E k V m V n d eI S V n;;;;;;;
87120;1679;12;m;;recommendation;R E k V m V n d eI S V n;;;;;;;
88800;719;12;V;;recommendation;R E k V m V n d eI S V n;;;;;;;
89520;1919;12;n;;recommendation;R E k V m V n d eI S V n;;;;;;;
91440;959;12;d;;recommendation;R E k V m V n d eI S V n;;;;;;;
92400;2879;12;eI;;recommendation;R E k V m V n d eI S V n;;;;;;;
95280;3119;12;S;;recommendation;R E k V m V n d eI S V n;;;;;;;
98400;1439;12;V;;recommendation;R E k V m V n d eI S V n;;;;;;;
99840;2159;12;n;;recommendation;R E k V m V n d eI S V n;;;;;;;
102000;1199;13;m;;made;m eI d;;;;;;;
103200;2879;13;eI;;made;m eI d;;;;;;;
106080;1439;13;d;;made;m eI d;;;;;;;
107520;959;14;b;;by;b aI;;;;;;;
108480;2399;14;aI;;by;b aI;;;;;;;
110880;719;15;D;;the;D V;;;;;;;
111600;719;15;V;;the;D V;;;;;;;
112320;2879;16;v;;various;v E R i: V s;;;;;;;
115200;1919;16;E;;various;v E R i: V s;;;;;;;
117120;1679;16;R;;various;v E R i: V s;;;;;;;
118800;2159;16;i:;;various;v E R i: V s;;;;;;;
120960;959;16;V;;various;v E R i: V s;;;;;;;
121920;3119;16;s;;various;v E R i: V s;;;;;;;
125040;719;17;m;;municipal;m j u: n I s V p V l;;;;;;;
125760;1679;17;j;;municipal;m j u: n I s V p V l;;;;;;;
127440;959;17;u:;;municipal;m j u: n I s V p V l;;;;;;;
128400;719;17;n;;municipal;m j u: n I s V p V l;;;;;;;
129120;1439;17;I;;municipal;m j u: n I s V p V l;;;;;;;
130560;2399;17;s;;municipal;m j u: n I s V p V l;;;;;;;
132960;719;17;V;;municipal;m j u: n I s V p V l;;;;;;;
133680;1919;17;p;;municipal;m j u: n I s V p V l;;;;;;;
135600;719;17;V;;municipal;m j u: n I s V p V l;;;;;;;
136320;1199;17;l;;municipal;m j u: n I s V p V l;;;;;;;
137520;2639;18;k;;committees;k V m I t i: z;;;;;;;
140160;719;18;V;;committees;k V m I t i: z;;;;;;;
140880;1679;18;m;;committees;k V m I t i: z;;;;;;;
142560;1919;18;I;;committees;k V m I t i: z;;;;;;;
144480;719;18;t;;committees;k V m I t i: z;;;;;;;
145200;4799;18;i:;;committees;k V m I t i: z;;;;;;;
150000;3119;18;z;;committees;k V m I t i: z;;;;;;;
153120;7439;-1;<p:>;;;;;;;;;;
160560;959;19;w;;which;w I tS;;;;;;;
161520;1199;19;I;;which;w I tS;;;;;;;
162720;1439;19;tS;;which;w I tS;;;;;;;
164160;1199;20;Q;;are;Q R;;;;;;;
165360;959;20;R;;are;Q R;;;;;;;
166320;1439;-1;<p:>;;;;;;;;;;
167760;1679;21;k;;committees;k V m I t i: z;;;;;;;
169440;719;21;V;;committees;k V m I t i: z;;;;;;;
170160;1679;21;m;;committees;k V m I t i: z;;;;;;;
171840;1919;21;I;;committees;k V m I t i: z;;;;;;;
173760;959;21;4;;committees;k V m I t i: z;;;;;;;
174720;3359;21;i:;;committees;k V m I t i: z;;;;;;;
178080;1799;21;z;;committees;k V m I t i: z;;;;;;;
179880;1079;22;w;;where;w E R;;;;;;;
180960;2399;22;E;;where;w E R;;;;;;;
183360;7199;22;R;;where;w E R;;;;;;;
190560;3119;23;n;;non;n Q n;;;;;;;
193680;3839;23;Q;;non;n Q n;;;;;;;
197520;959;23;n;;non;n Q n;;;;;;;
198480;3119;-1;<p:>;;;;;;;;;;
201600;2639;24;m;;municipal;m j u: n I s V p V l;;;;;;;
204240;1439;24;j;;municipal;m j u: n I s V p V l;;;;;;;
205680;959;24;u:;;municipal;m j u: n I s V p V l;;;;;;;
206640;719;24;n;;municipal;m j u: n I s V p V l;;;;;;;
207360;1439;24;I;;municipal;m j u: n I s V p V l;;;;;;;
208800;2399;24;s;;municipal;m j u: n I s V p V l;;;;;;;
211200;719;24;V;;municipal;m j u: n I s V p V l;;;;;;;
211920;2399;24;p;;municipal;m j u: n I s V p V l;;;;;;;
214320;719;24;V;;municipal;m j u: n I s V p V l;;;;;;;
215040;2279;24;l;;municipal;m j u: n I s V p V l;;;;;;;
217320;2519;25;O:;;organs;O: R g V n z;;;;;;;
219840;1679;25;R;;organs;O: R g V n z;;;;;;;
221520;1919;25;g;;organs;O: R g V n z;;;;;;;
223440;959;25;V;;organs;O: R g V n z;;;;;;;
224400;2639;25;n;;organs;O: R g V n z;;;;;;;
227040;1679;25;z;;organs;O: R g V n z;;;;;;;
228720;1199;26;m;;meet;m i: t;;;;;;;
229920;2879;26;i:;;meet;m i: t;;;;;;;
232800;719;26;t;;meet;m i: t;;;;;;;
233520;1439;-1;<p:>;;;;;;;;;;
234960;719;27;w;;with;w I D;;;;;;;
235680;1439;27;I;;with;w I D;;;;;;;
237120;1919;27;D;;with;w I D;;;;;;;
239040;959;28;R;;representatives;R E p R I z E n t V t I v z;;;;;;;
240000;1919;28;E;;representatives;R E p R I z E n t V t I v z;;;;;;;
241920;959;28;p;;representatives;R E p R I z E n t V t I v z;;;;;;;
242880;719;28;R;;representatives;R E p R I z E n t V t I v z;;;;;;;
243600;959;28;I;;representatives;R E p R I z E n t V t I v z;;;;;;;
244560;1919;28;z;;representatives;R E p R I z E n t V t I v z;;;;;;;
246480;2159;28;E;;representatives;R E p R I z E n t V t I v z;;;;;;;
248640;1199;28;n;;representatives;R E p R I z E n t V t I v z;;;;;;;
249840;1199;28;V;;representatives;R E p R I z E n t V t I v z;;;;;;;
251040;1199;28;t;;representatives;R E p R I z E n t V t I v z;;;;;;;
252240;3119;28;I;;representatives;R E p R I z E n t V t I v z;;;;;;;
255360;719;28;v;;representatives;R E p R I z E n t V t I v z;;;;;;;
256080;2159;28;z;;representatives;R E p R I z E n t V t I v z;;;;;;;
258240;1679;29;f;;from;f R V m;;;;;;;
259920;719;29;R;;from;f R V m;;;;;;;
260640;719;29;V;;from;f R V m;;;;;;;
261360;959;29;m;;from;f R V m;;;;;;;
262320;719;30;D;;the;D V;;;;;;;
263040;1199;30;V;;the;D V;;;;;;;
264240;3119;31;s;;city;s I t i:;;;;;;;
267360;959;31;I;;city;s I t i:;;;;;;;
268320;959;31;4;;city;s I t i:;;;;;;;
