BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;2639;-1;<p:>;;;;;;;;;;
2640;1439;0;d;;Despite;d I s p aI t;;;;;;;
4080;959;0;I;;Despite;d I s p aI t;;;;;;;
5040;2399;0;s;;Despite;d I s p aI t;;;;;;;
7440;959;0;p;;Despite;d I s p aI t;;;;;;;
8400;3119;0;aI;;Despite;d I s p aI t;;;;;;;
11520;2159;0;t;;Despite;d I s p aI t;;;;;;;
13680;1919;1;k;;Category;k { t V g O: R i:;;;;;;;
15600;1679;1;{;;Category;k { t V g O: R i:;;;;;;;
17280;959;1;4;;Category;k { t V g O: R i:;;;;;;;
18240;959;1;V;;Category;k { t V g O: R i:;;;;;;;
19200;2399;1;g;;Category;k { t V g O: R i:;;;;;;;
21600;1199;1;O:;;Category;k { t V g O: R i:;;;;;;;
22800;1679;1;R;;Category;k { t V g O: R i:;;;;;;;
24480;1919;1;i:;;Category;k { t V g O: R i:;;;;;;;
26400;3599;2;f;;four;f O: R;;;;;;;
30000;2399;2;O:;;four;f O: R;;;;;;;
32400;1199;2;R;;four;f O: R;;;;;;;
33600;2639;3;w;;winds;w I n d z;;;;;;;
36240;2639;3;I;;winds;w I n d z;;;;;;;
38880;719;3;n;;winds;w I n d z;;;;;;;
39600;719;3;d;;winds;w I n d z;;;;;;;
40320;959;3;z;;winds;w I n d z;;;;;;;
41280;1919;4;Q;;on;Q n;;;;;;;
43200;1199;4;n;;on;Q n;;;;;;;
44400;2399;5;s;;Spanish;s p { n I S;;;;;;;
46800;719;5;p;;Spanish;s p { n I S;;;;;;;
47520;3119;5;{;;Spanish;s p { n I S;;;;;;;
50640;1199;5;n;;Spanish;s p { n I S;;;;;;;
51840;1199;5;I;;Spanish;s p { n I S;;;;;;;
53040;3239;5;S;;Spanish;s p { n I S;;;;;;;
56280;1319;6;w;;Wells;w E l z;;;;;;;
57600;3359;6;E;;Wells;w E l z;;;;;;;
60960;3119;6;l;;Wells;w E l z;;;;;;;
64080;2639;6;z;;Wells;w E l z;;;;;;;
66720;5039;-1;<p:>;;;;;;;;;;
71760;2399;7;@U;;only;@U n l i:;;;;;;;
74160;1919;7;l;;only;@U n l i:;;;;;;;
76080;1919;7;i:;;only;@U n l i:;;;;;;;
78000;2399;8;f;;five;f aI v;;;;;;;
80400;3359;8;aI;;five;f aI v;;;;;;;
83760;959;8;v;;five;f aI v;;;;;;;
84720;2159;9;h;;houses;h aU s I z;;;;;;;
86880;2639;9;aU;;houses;h aU s I z;;;;;;;
89520;2399;9;s;;houses;h aU s I z;;;;;;;
91920;1199;9;I;;houses;h aU s I z;;;;;;;
93120;2519;9;z;;houses;h aU s I z;;;;;;;
95640;1079;10;w;;were;w i: R;;;;;;;
96720;959;10;i:;;were;w i: R;;;;;;;
97680;719;10;R;;were;w i: R;;;;;;;
98400;959;11;d;;destroyed;d I s t R OI d;;;;;;;
99360;959;11;I;;destroyed;d I s t R OI d;;;;;;;
100320;2879;11;s;;destroyed;d I s t R OI d;;;;;;;
103200;1439;11;t;;destroyed;d I s t R OI d;;;;;;;
104640;1199;11;R;;destroyed;d I s t R OI d;;;;;;;
105840;5039;11;OI;;destroyed;d I s t R OI d;;;;;;;
110880;1439;11;d;;destroyed;d I s t R OI d;;;;;;;
112320;5999;-1;<p:>;;;;;;;;;;
118320;1439;12;O:;;although;O: l D @U;;;;;;;
119760;959;12;l;;although;O: l D @U;;;;;;;
120720;719;12;D;;although;O: l D @U;;;;;;;
121440;1679;12;@U;;although;O: l D @U;;;;;;;
123120;2399;13;m;;most;m @U s t;;;;;;;
125520;2399;13;@U;;most;m @U s t;;;;;;;
127920;1919;13;s;;most;m @U s t;;;;;;;
129840;959;13;t;;most;m @U s t;;;;;;;
130800;959;14;V;;of;V v;;;;;;;
131760;1199;14;v;;of;V v;;;;;;;
132960;959;15;D;;the;D V;;;;;;;
133920;719;15;V;;the;D V;;;;;;;
134640;1919;16;R;;remaining;R I m eI n I N;;;;;;;
136560;719;16;I;;remaining;R I m eI n I N;;;;;;;
137280;2159;16;m;;remaining;R I m eI n I N;;;;;;;
139440;2399;16;eI;;remaining;R I m eI n I N;;;;;;;
141840;1199;16;n;;remaining;R I m eI n I N;;;;;;;
143040;719;16;I;;remaining;R I m eI n I N;;;;;;;
143760;2159;16;N;;remaining;R I m eI n I N;;;;;;;
145920;2159;17;d;;dwellings;d w E l I N z;;;;;;;
148080;1679;17;w;;dwellings;d w E l I N z;;;;;;;
149760;2159;17;E;;dwellings;d w E l I N z;;;;;;;
151920;1919;17;l;;dwellings;d w E l I N z;;;;;;;
153840;719;17;I;;dwellings;d w E l I N z;;;;;;;
154560;3119;17;N;;dwellings;d w E l I N z;;;;;;;
157680;2519;17;z;;dwellings;d w E l I N z;;;;;;;
160200;1559;18;l;;lost;l O: s t;;;;;;;
161760;3359;18;O:;;lost;l O: s t;;;;;;;
165120;1919;18;s;;lost;l O: s t;;;;;;;
167040;959;18;t;;lost;l O: s t;;;;;;;
168000;959;19;D;;their;D E R;;;;;;;
168960;1439;19;E;;their;D E R;;;;;;;
170400;4559;19;R;;their;D E R;;;;;;;
174960;959;20;R;;roofs;R u: f s;;;;;;;
175920;959;20;u:;;roofs;R u: f s;;;;;;;
176880;2399;20;f;;roofs;R u: f s;;;;;;;
179280;4079;20;s;;roofs;R u: f s;;;;;;;
183360;20543;-1;<p:>;;;;;;;;;;
