Word,Duration,Surprisal
years,0.03298333333333334,12.112430932759016
later,0.04198333333333334,12.600932428378059
",",0,11.186920241462609
at,0.050975000000000006,11.16610889610982
wrestlemania,0,16.564755562073962
xxx,0,19.352711600622644
",",0,19.35270944571742
lesnar,0,19.558426318888582
defeated,0.06397083333333334,19.35269651621848
the,0.17084166666666675,14.067755377863788
undertaker,0,15.522637418956293
to,0.10444166666666667,19.352730994624824
end,0.023491666666666668,13.943591318932942
his,0.03997916666666667,17.770040097334547
undefeated,0.0679625,17.78704167338807
streak,0.11493749999999998,18.352715910423438
at,0.050975000000000006,18.352815032288397
the,0.17084166666666675,7.730961886720333
premier,0.035975,14.288172165319269
annual,0.036975,19.352937847760973
event,0.03897916666666666,17.76813262176329
.,0,14.265839082172052
manila,0,19.510739060825692
is,0,19.352720220211353
also,0.03398333333333333,11.13927181204774
the,0.17084166666666675,13.132133386383277
site,0,11.65009832813855
of,0.10190000000000003,13.124916126405449
the,0.17084166666666675,5.393408019148393
philippine,0,17.025137759485474
general,0,19.352711600622644
hospital,0,17.03237079619025
",",0,14.223758246263195
the,0.17084166666666675,6.587960878108585
tertiary,0,16.802745338149027
state,0,19.352741768957827
@,0,14.89600766464472
-,0,5.402426182031912
@,0,5.343842399635581
owned,0,14.540868654751462
hospital,0,19.35300032881339
administered,0,19.353041263208162
and,0.03197083333333334,19.35276116255446
operated,0,16.288161148201777
by,0.012991666666666665,14.446058024940754
the,0.17084166666666675,7.8730423653960155
university,0,11.496358094157442
of,0.10190000000000003,11.65352549157496
the,0.17084166666666675,5.393408019148393
philippines,0,15.025137759485474
manila,0,19.352752543210368
.,0,18.352720220211353
for,0.06096666666666667,11.071947208247433
the,0.17084166666666675,7.524916013266903
next,0.03598333333333333,10.861907410617171
three,0.027987500000000002,15.894593874714014
decades,0,16.77198587792952
",",0,14.829352191286544
chad,0,18.558426318888582
became,0,19.35270729080898
embroiled,0,17.033470321984698
in,0.16690000000000005,15.893286446681708
civil,0,17.861549389492303
war,0.027987500000000002,12.387420704511603
and,0.03197083333333334,13.963328325717889
experienced,0,16.650731227586483
invasions,0,19.352914147343558
by,0.012991666666666665,19.35271375552465
libya,0,19.37984580319166
and,0.03197083333333334,19.352705135897313
upheavals,0,19.45808614964409
by,0.012991666666666665,19.352705135897313
sudanese,0,19.37984580319166
@,0,19.35270729080898
-,0,5.402426182031912
@,0,5.343842399635581
backed,0,17.862796749638825
rebels,0,19.352791329853282
;,0,19.352843043755126
the,0.17084166666666675,10.120978997360615
civil,0,13.480817243261665
war,0.027987500000000002,12.387420704511603
ended,0,16.548290826439047
in,0.16690000000000005,13.893738903456134
1990,0,13.718591435650259
",",0,14.031078697328732
although,0.019983333333333332,10.442082357651111
rebel,0,19.35526720636269
threats,0,19.35276116255446
had,0.016987500000000003,19.352776246282723
persisted,0,18.364942558267593
between,0,19.35276116255446
then,0,18.356722759629818
and,0.03197083333333334,17.355557574259418
2008,0,16.458086149644092
.,0,12.508524677656812
the,0.17084166666666675,6.047853415612447
selectivity,0.07495833333333334,18.610100260206632
of,0.10190000000000003,18.35270944571742
some,0.048975000000000005,13.470641002298155
hydroxylations,0.11094166666666665,19.356507851563244
may,0.015991666666666668,19.35269651621848
be,0.011991666666666666,11.206990682490964
drastically,0.0659625,18.363131627202765
improved,0.045970833333333336,19.352711600622644
in,0.16690000000000005,17.767958110411218
some,0.048975000000000005,12.28664055343507
cases,0.06297916666666667,14.83294589550623
with,0.04346250000000001,17.35295508418364
the,0.17084166666666675,7.924626497502468
addition,0.044975,14.480817243261665
of,0.10190000000000003,14.068033247746383
coordinating,0.06495416666666667,18.470641002298155
groups,0.028979166666666667,19.35270729080898
alpha,0.042979166666666666,19.353174830523496
to,0.10444166666666667,19.352748233519005
the,0.17084166666666675,6.880136313861287
oxaziridine,0.07695416666666667,19.610100260206632
ring,0.0319875,19.35269651621848
as,0.011991666666666668,17.76792794581563
oxaziridines,0.17795,19.38478585761893
3b,0.003995833333333334,19.352698671143017
and,0.03197083333333334,19.35269651621848
3c,0.014995833333333335,19.45808614964409
in,0.16690000000000005,19.35269651621848
the,0.17084166666666675,5.919890393965606
table,0.03697916666666667,14.703209664598111
above,0.04398333333333333,19.352843043755126
.,0,16.18338338403176
the,0.17084166666666675,6.047853415612447
genus,0.04697916666666667,13.102305620007934
was,0.10093750000000004,17.353036954379196
named,0.02548333333333333,11.946060330308198
for,0.06096666666666667,14.447294206654103
attalus,0,19.382119484775068
iii,0,19.35269651621848
philometor,0,19.353194218299564
",",0,19.35269651621848
king,0.0219875,14.003837467210943
of,0.10190000000000003,12.739332872669232
pergamon,0,19.470641002298155
",",0,19.35269651621848
known,0.022987499999999998,12.886000976917085
for,0.06096666666666667,12.641161502756866
his,0.03997916666666667,11.09671726591282
interest,0.04796666666666668,15.671564455968136
in,0.16690000000000005,12.571784957718181
medicinal,0.047962500000000005,19.44651189021346
plants,0.056975,19.352700826064336
.,0,16.352868900010932
kershaw,0,19.510739060825692
's,0,19.352700826064336
streak,0.11493749999999998,18.3825585938729
was,0.10093750000000004,19.352815032288397
",",0,13.669350987577328
at,0.050975000000000006,11.16610889610982
the,0.17084166666666675,7.730961886720333
time,0.078975,10.544011069748858
",",0,10.538124536468915
tied,0.029987500000000004,16.751071396830977
for,0.06096666666666667,15.352881827965058
the,0.17084166666666675,7.524916013266903
fifteenth,0.06147083333333334,16.28817216531927
longest,0.043470833333333334,19.352733149497862
scoreless,0.04797083333333334,19.352905528913418
inning,0.022983333333333335,18.352733149497862
streak,0.11493749999999998,19.352787020277784
in,0.16690000000000005,17.76785253156724
mlb,0,16.276586888771146
history,0.052974999999999994,17.352782710689414
.,0,12.459621035698015
several,0.026975,12.628096011463853
government,0.08044166666666669,18.355467243842913
agencies,0.06747083333333333,16.354363465653567
have,0.0109875,19.352754698051218
set,0.022987499999999998,18.36015479818968
up,0.014991666666666665,13.032370796190252
their,0.06695000000000001,15.356823755363168
headquarters,0.06295833333333334,16.191986654567433
in,0.16690000000000005,14.893700127006545
quezon,0,19.44651189021346
city,0.029983333333333334,19.35269651621848
but,0.034975000000000006,19.35615963254239
several,0.026975,16.77682710141036
key,0.015991666666666664,18.355467243842913
government,0.08044166666666669,19.35314467124284
offices,0.05397499999999999,17.354363465653567
still,0.023983333333333332,19.3528214965213
reside,0.03997916666666668,19.35401472860119
in,0.16690000000000005,16.182803838306256
manila,0,16.861549389492303
.,0,18.352720220211353
the,0.17084166666666675,6.047853415612447
studio,0.049975,13.802745338149027
soon,0.019987500000000002,19.353267458657918
approached,0.045974999999999995,19.35337515831329
mendes,0,19.352855971940954
with,0.04346250000000001,19.352700826064336
a,0.01997916666666667,8.827798309114593
deal,0.033987500000000004,14.728169901195523
to,0.10444166666666667,16.353123128513506
direct,0.03798333333333333,14.225991049633665
for,0.06096666666666667,19.353112357028206
the,0.17084166666666675,7.524916013266903
minimum,0.04297083333333334,15.802745338149027
salary,0.05597916666666667,18.35281934178022
allowed,0.03598333333333334,19.35277193666217
under,0.04096666666666668,19.353304077442836
directors,0,19.355275810696128
guild,0,17.35283011545345
of,0.10190000000000003,16.0308115192103
america,0,13.261187636669204
rules,0.05298333333333334,19.353631451159377
—,0,19.35289260117167
$,0,18.355366153099116
150,0,16.76935576303273
@,0,14.545630325370194
",",0,8.049015558421788
@,0,8.159682626950387
000,0,8.947913363276776
.,0,13.01596132656803
the,0.17084166666666675,6.047853415612447
tetrarchs,0,19.610100260206632
of,0.10190000000000003,19.35269651621848
',0,13.97878790596848
a,0.01997916666666667,14.189037343157468
',0,13.843647118615458
squadron,0.05946666666666667,19.35896234459978
were,0.026475000000000002,19.353168367873575
to,0.10444166666666667,12.768501964486862
play,0.018987499999999997,11.748943888079399
an,0.010991666666666667,17.354260144944632
integral,0.04296666666666668,16.558696163685326
part,0.03198333333333333,17.03078997043164
in,0.16690000000000005,12.510048167273341
this,0.0199875,11.142731142036356
reconnaissance,0.06895833333333334,19.36248966569981
role,0.030987499999999998,17.76788700714137
due,0.018991666666666664,19.353984586873526
to,0.10444166666666667,9.736074819839828
their,0.06695000000000001,11.380161979761427
speed,0.047983333333333336,18.361911656009745
",",0,15.446159285218966
but,0.034975000000000006,7.992372280717488
the,0.17084166666666675,10.692904617865263
squadron,0.05946666666666667,16.150668641569332
's,0,17.353168367873575
strength,0.03197083333333334,16.797596093151746
of,0.10190000000000003,14.398829871863603
twenty,0.03497916666666667,16.011209383660855
tanks,0.04847916666666668,19.35306280715996
was,0.10093750000000004,17.767858995800143
severely,0.049970833333333325,15.812308941419372
depleted,0.04896666666666667,19.352825805993813
by,0.012991666666666665,19.352724529986396
the,0.17084166666666675,7.8730423653960155
time,0.078975,10.544011069748858
it,0.0189875,14.603415996720633
landed,0.037975,19.372550524292706
in,0.16690000000000005,16.54550751393282
normandy,0,17.446511890213458
.,0,18.352739614097665
howard,0,16.70338413876809
was,0.10093750000000004,16.545516132620392
also,0.03398333333333333,10.669350987577328
clutch,0.031983333333333336,19.36095207687916
in,0.16690000000000005,19.352722375100484
their,0.06695000000000001,11.084568116478218
next,0.03598333333333333,15.661471937868653
game,0.0369875,16.03209739846395
",",0,11.549810447315377
hitting,0.02297916666666667,17.236498224001217
a,0.01997916666666667,16.545423479030568
free,0.026987500000000005,14.428609619336614
throw,0.0469875,15.03135659625571
with,0.04346250000000001,19.35285812662733
a,0.01997916666666667,8.827798309114593
less,0.0329875,15.62125469727901
than,0.0199875,12.399428680167723
one,0.054974999999999996,13.897063337423871
second,0.03647916666666666,18.361102053196504
remaining,0.09244166666666666,19.355850033948773
to,0.10444166666666667,18.35319206411509
beat,0.024987500000000003,16.113516320375254
pitt,0,19.352948620549274
in,0.16690000000000005,19.35273530436768
a,0.01997916666666667,8.41308888867601
dramatic,0.05296666666666666,15.258684617894302
finish,0.05597916666666667,19.352847353163277
.,0,15.76792148189166
seeing,0,16.340814059383383
the,0.17084166666666675,15.44598045906948
helicopters,0.0749625,18.025137759485474
on,0.039975,18.352759007723268
the,0.17084166666666675,7.2479696594298435
morning,0.032975,13.420275701326613
of,0.10190000000000003,13.926866990941745
5,0,13.855931158182946
january,0,16.548271471580314
",",0,14.653753694912902
