Word,Duration,Surprisal
two,159.91666666666666,11.526988205432009
years,329.83333333333337,8.849857736979189
later,419.8333333333333,9.298741463077391
",",0.0,7.893786056129458
at,389.8333333333333,8.975873551108101
wrestlemania,659.5833333333334,13.399449600116457
xxx,799.625,19.35260169635213
",",0.0,19.35260169635213
lesnar,379.7916666666666,19.35260169635213
defeated,639.7083333333334,19.35260169635213
the,189.83333333333331,10.741747857625803
undertaker,729.6250000000001,13.502824493192415
to,254.91666666666669,19.35260169635213
end,234.91666666666663,11.203062454075598
his,289.875,14.460583879901728
undefeated,679.6250000000001,14.620888009461776
streak,349.79166666666663,15.02271457304476
at,389.8333333333333,15.02371104408065
the,189.83333333333331,4.565655924762827
premier,359.74999999999994,12.268359239555394
annual,369.75,19.35260169635213
event,389.7916666666666,14.44156094179861
.,0.0,10.941133935816769
<e>,0.0,3.33588613548839
manila,954.5000000000002,19.35260169635213
is,139.91666666666666,19.35260169635213
also,339.8333333333333,8.01758275046308
the,359.5833333333333,9.874653541573515
site,309.875,9.630285402374676
of,199.83333333333331,9.8041095043183
the,359.5833333333333,2.838074562192145
philippine,559.7083333333333,15.0053248337216
general,349.74999999999994,19.35260169635213
hospital,1199.3333333333333,13.716626574767607
",",0.0,10.89670000533725
the,359.5833333333333,4.397725533106866
tertiary,439.7916666666666,14.782932412385152
state,549.8333333333334,19.35260169635213
@,0.0,11.590438196798052
-,0.0,2.7299556975720565
@,0.0,2.307796523038014
owned,549.875,11.868398170291607
hospital,1199.3333333333333,19.35260169635213
administered,619.5833333333334,19.35260169635213
and,129.91666666666666,19.35260169635213
operated,529.7083333333333,13.66996768228396
by,109.91666666666669,11.118162430063126
the,359.5833333333333,4.767956888735138
university,739.5833333333335,9.476545168393567
of,199.83333333333331,8.334788963273205
the,359.5833333333333,2.838074562192145
philippines,604.6666666666666,13.0053248337216
manila,954.5000000000002,19.35260169635213
.,0.0,15.022757912187137
<e>,0.0,3.33588613548839
for,139.91666666666666,10.196839603739676
the,179.83333333333334,4.437004424900747
next,339.8333333333333,8.842094484853297
three,229.875,12.57639845419772
decades,669.7500000000001,13.479759216153797
",",0.0,11.501144871270926
chad,299.875,16.36819097388686
became,349.79166666666663,19.35260169635213
embroiled,529.7083333333334,13.727537613223864
in,379.8333333333333,12.563304624141391
civil,579.5833333333334,15.182355554070387
war,749.7500000000001,9.061840987825285
and,549.5833333333333,10.659592469060776
experienced,649.5416666666667,14.032537761668667
invasions,609.6666666666667,19.35260169635213
by,389.83333333333337,19.35260169635213
libya,479.7916666666667,19.35260169635213
and,549.5833333333333,19.35260169635213
upheavals,539.6666666666666,19.35260169635213
by,389.83333333333337,19.35260169635213
sudanese,1129.625,19.35260169635213
@,0.0,19.35260169635213
-,0.0,2.7299556975720565
@,0.0,2.307796523038014
backed,409.875,15.19032626517897
rebels,499.75,19.35260169635213
;,0.0,19.35260169635213
the,179.83333333333334,6.870487002601014
civil,579.5833333333334,11.46100431749779
war,749.7500000000001,9.061840987825285
ended,309.75,13.244554969781932
in,379.8333333333333,10.56784807228312
1991,0.0,10.934428040626804
",",0.0,10.502399445204455
although,244.8333333333333,8.251847012649392
rebel,264.7916666666667,19.35260169635213
threats,429.7916666666666,19.35260169635213
had,149.875,19.35260169635213
persisted,549.6666666666666,15.141189121923215
between,399.75,19.35260169635213
then,279.875,15.062509979349862
and,549.5833333333333,14.05103896211741
2008,0.0,13.839892683726273
.,0.0,9.19023264895006
<e>,0.0,3.33588613548839
the,419.6666666666666,4.944174171289428
selectivity,749.5833333333334,16.590287334442756
